Accession,Description,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundance: F13: Sample,Abundance: F14: Sample,Abundance: F15: Sample,Abundance: F18: Sample,Abundance: F19: Sample,Abundance: F20: Sample,Abundance: F21: Sample,Abundance: F22: Sample,Abundance: F23: Sample,Abundance: F26: Sample,Abundance: F27: Sample,Abundance: F28: Sample,Abundance: F29: Sample,Abundance: F30: Sample,Abundance: F31: Sample,Abundance: F34: Sample,Abundance: F35: Sample,Abundance: F36: Sample,Abundance: F37: Sample,Abundance: F38: Sample,Abundance: F39: Sample,Abundance: F42: Sample,Abundance: F43: Sample,Abundance: F44: Sample,Abundance: F45: Sample,Abundance: F46: Sample,Abundance: F47: Sample,Abundance: F50: Sample,Abundance: F51: Sample,Abundance: F52: Sample,Abundance: F53: Sample,Abundance: F54: Sample,Abundance: F55: Sample,Abundance: F58: Sample,Abundance: F59: Sample,Abundance: F60: Sample,Abundance: F61: Sample,Abundance: F62: Sample,Abundance: F63: Sample,Abundance: F66: Sample,Abundance: F67: Sample,Abundance: F68: Sample,Abundance: F69: Sample,Abundance: F70: Sample,Abundance: F71: Sample,Abundance: F74: Sample,Abundance: F75: Sample,Abundance: F76: Sample,Abundance: F77: Sample,Abundance: F78: Sample,Abundance: F79: Sample,Abundance: F82: Sample,Abundance: F83: Sample,Abundance: F84: Sample,Abundance: F85: Sample,Abundance: F86: Sample,Abundance: F87: Sample,Abundance: F90: Sample,Abundance: F91: Sample,Abundance: F92: Sample,Abundance: F93: Sample,Abundance: F94: Sample,Abundance: F96: Sample
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1,3016.261475,2500.004883,4320.012207,2332.807373,4466.942383,3876.858643,3335.180176,3263.386963,5959.309082,1408.577515,7255.630615,5277.867065,5261.939697,8110.216553,2767.843018,10098.3877,9354.192627,6540.52124,6106.674805,7686.215576,6117.272705,9459.864258,7663.144043,3670.737305,8031.914307,11142.41699,6640.438721,6748.312988,5227.391113,10019.8562,7643.284424,5938.056152,357.2859192,,4121.033691,3957.08374,7623.092041,5613.924805,2407.300049,3764.631348,5356.67749,8822.186035,4984.470093,6755.996826,6874.452637,4781.615234,6620.849121,5646.455078,1930.702148,4914.075684,2821.920654,7817.845459,10275.42871,7410.561279,1062.796143,4124.919922,4338.698242,5832.522827,3889.180664,2938.369141,6503.80835,2552.450439,2952.677734,1490.866699,3619.883789,4049.770752,2972.575928,1927.094604,2072.582275,3142.816895,1643.230469,4104.470703
Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,5004.70166,6339.877197,3880.607239,2115.981842,6915.128174,4766.980469,4326.424683,8608.5,3060.985107,1514.971069,5271.923096,5546.137939,8755.947754,6130.831787,3140.368652,14109.6626,8395.536865,5799.800781,4227.05127,6938.361084,6018.165283,5814.79248,6030.02002,3638.16925,7292.543213,5924.734131,4947.10083,5224.285889,4929.724609,6647.775391,9660.231445,7407.454651,2458.862366,698.1903687,4988.103027,4530.746094,5768.932861,2598.612793,6582.554688,5669.563721,6452.796387,5632.277832,4823.366943,7462.207275,8822.533691,5399.486816,2567.440674,7709.306885,5631.394287,9392.370605,4824.606323,9395.45166,8854.503662,5923.70752,2987.014038,6273.013428,6157.189209,5509.458008,6698.090088,3120.593994,4992.524902,5542.370117,7285.942383,5828.044922,4210.183594,8860.70166,2600.548096,3116.809692,3548.651367,1296.929565,2991.108032,7299.933594
O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1,5968.127686,4384.677612,5183.061768,3388.770264,4647.491211,3953.188232,4339.515137,7012.828857,4693.609619,1591.805786,5106.49585,6383.310059,2190.237976,5530.735352,2518.274048,9870.427246,9080.488281,5602.525391,4966.557129,5197.584961,4190.526123,5192.068115,6538.486084,4566.441772,8032.813232,6219.405762,5169.668091,4984.254395,3447.9021,7096.893311,5008.071289,3780.841675,1229.61438,482.4154358,4631.57373,3404.908936,6109.072021,4789.23877,6182.536377,2470.314697,7417.104492,4718.532959,5548.097412,4944.557373,5648.176758,4734.640625,4307.952271,9107.010986,4739.413086,5448.43042,3649.345337,5280.474854,8172.539551,7390.913574,2810.9104,5624.214355,6110.426025,4710.730469,6077.222656,5141.440918,4784.040039,6054.94165,5740.473389,4724.515137,5260.64502,8144.633301,2292.851318,3501.694946,2637.258545,3486.874756,2567.682617,5477.617188
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3,5948.687744,8187.182861,6564.094727,5288.683594,7887.17334,7735.592285,7290.837891,9720.288086,5930.568359,2957.055664,10490.54736,11760.78564,16880.35352,10032.16162,4680.797363,20663.39746,17019.79492,10380.98389,6040.039307,10445.50195,10559.6333,11041.62305,11626.47949,5911.825195,12252.12988,12489.77686,14629.93066,10489.06934,8728.45752,9368.748047,10345.09521,7784.433105,3855.796387,3496.334351,11694.96143,7516.219727,11650.36719,13987.59424,9410.792969,12076.21924,12629.7168,8597.65625,9168.184082,11712.05225,12462.18701,6241.779053,9196.942383,12873.10889,11419,7657.370361,7060.444336,12895.00732,11348.47559,16277.23096,5473.674805,12280.05518,11860.28857,6071.871582,10259.32715,9124.943359,8762.433594,9051.196289,8923.308594,12848.86523,9797.849609,22351.52197,7853.177734,3164.381104,6312.864014,5799.489746,5495.501221,11297.3999
O15143,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3,3567.447144,3637.990479,5694.429932,3515.277222,3680.578735,2379.062256,1601.378418,3932.598877,1601.179321,3495.034546,3095.161621,4408.661499,2799.936279,5983.096191,,10137.07422,9113.41626,1634.063232,3755.019409,5776.52002,2482.739258,6847.484375,5869.134033,4782.297363,6530.972412,7115.650391,7009.11499,3991.258057,,7700.775391,5471.200684,2011.133545,1823.679077,504.2895813,4624.374023,1505.286987,4767.186035,2348.571777,3608.939087,5082.337402,5974.508057,5706.247681,6362.907471,2789.582275,5486.129395,2284.373047,3215.488525,9217.881836,7416.625732,7773.708252,2170.384521,9691.560547,8107.359619,8150.052734,1298.068726,5105.268311,3924.022949,2633.046387,4312.245972,4187.893311,3395.667603,4667.315308,3802.180298,2666.696533,4850.018311,9816.206543,1401.860107,1905.751343,1596.569824,2636.976563,3926.850708,6378.401611
P48681,Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,,,,,,,,756.4908447,,,,,,,,,,,,,,,,,604.6248779,,,716.6809082,,,924.4185181,888.7283325,,,,,,,,,,,,,440.4978943,,,,406.7924805,,,,,,1211.583984,,797.1766968,,,,,,,5313.19873,,1733.145874,,,,,,
Q6XQN6,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2,2415.285156,,3194.735107,2108.749512,,4048.494873,1309.180298,4803.024902,2128.293457,2738.299316,,3637.815674,,2947.530518,1539.771606,8156.419922,5443.694824,3008.023926,1983.084961,3606.826172,,3495.217529,4350.045898,,5296.161133,3959.558105,2660.491699,3764.894775,,3259.650391,,3273.14624,,,,2953.469727,4349.015137,3916.671631,2618.624268,,3810.719727,,,2299.262207,3672.156738,1805.971558,2684.403076,1145.347656,,3691.60498,2509.320068,3124.841553,5374.040527,,,,3239.727295,2460.600098,4415.987793,,4769.515625,3512.278076,1405.616577,,3363.109131,,2339.736816,1733.629028,,1544.275269,1819.817627,3252.261475
Q96N66,Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,719.3841553,1388.651733,,926.8222046,1102.203735,703.8928833,645.8983154,2488.293213,1977.185547,,1064.599365,2741.999023,3497.828369,2425.108398,1249.602173,4711.67334,3960.027588,1302.937256,908.9435425,2099.106201,2841.209961,1895.874878,1087.189941,,2682.00708,2434.01001,2271.297607,6014.835938,3262.288086,1156.379395,2039.302124,2210.830322,562.3786011,,1885.441895,1150.961426,2264.8479,,2083.999268,1349.661987,2706.674561,2299.348389,2744.449463,,,1217.572144,2627.03833,1748.796997,2580.33374,2055.061768,1065.715088,1999.88562,2099.581543,2210.621338,1157.248779,2531.899414,1613.045044,737.4390869,1850.263184,1581.135132,2161.414063,2875.219482,941.2017212,3152.225586,2191.778809,2207.732422,,612.7424927,1899.394409,,,2036.531006
Q9NY12,H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1,4594.361816,8315.297119,5605.677734,3172.733643,5957.239502,5583.833984,4683.140869,4367.480835,5955.061035,3813.961914,7362.128418,8182.001709,9766.313477,7261.616699,2971.964355,13283.11377,10269.50879,7470.83374,3679.833252,7921.338867,5791.15918,5157.416992,6789.062988,4406.386963,7804.337158,7071.643066,5015.79126,6095.393066,6608.140259,6561.100586,9595.430908,7428.470215,2274.990967,1522.632202,9199.212402,3426.494873,4427.787354,5485.925537,4423.090332,6163.332397,9990.843262,10627.83594,3942.373535,5427.254883,5896.838867,4573.446655,6029.852295,7987.96875,5087.5625,7718.291992,3081.750244,9078.561523,6121.873535,7932.608398,3581.445313,10171.03687,6382.140747,5200.642578,7452.151611,4273.750488,6155.291992,5260.295898,5316.169922,5802.964844,6229.035156,13012.5481,4577.796387,2722.775391,7783.650635,3059.942932,1927.016724,9133.173706
Q969H8,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,,2646.726318,1021.621399,930.7009888,2575.179199,3239.353271,1789.897339,3195.831299,2576.006836,2053.839355,,,,3340.816162,,6144.331055,1887.324951,,1382.631836,2484.675537,,3308.97998,1201.589966,,,3405.959473,3086.89209,2742.395508,3336.996582,,1618.737061,3941.768066,1386.643188,,3265.039063,,2870.501221,,,970.3657227,3744.110352,3412.146973,,1843.783447,,,1842.762573,,,,,,3614.5271,2823.604248,1941.739502,3307.50415,3206.760498,,2904.113281,,1464.449707,2638.069336,1061.544922,2992.975586,2104.244385,4519.704102,,,,,,1306.518188
Q96FW1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2,5855.513763,6887.559082,7561.218506,3191.909821,4175.534241,4201.495361,4671.133789,1680.08252,6611.843018,5301.914856,4133.134399,1847.159058,10880.74854,7343.623535,3908.693481,4400.523438,6963.875488,246.0435181,6765.635437,8502.742798,1041.376831,8064.98877,4152.48584,7679.562622,10569.17004,7855.654053,12656.73413,7923.833252,5119.235352,11777.50757,12490.75171,7542.124756,2729.881958,1592.370605,5855.658569,9441.997314,7128.716217,10362.88025,7673.532623,4832.29541,8153.751221,5058.5979,6742.116028,8383.720581,10003.35626,6793.526855,5083.97583,10704.67651,5791.10022,7580.608887,4453.500122,7270.701416,10774.62927,12323.27689,2972.574219,6461.000244,5645.99707,4006.707397,7803.543945,5112.000488,6561.705811,4670.684814,3831.312744,8138.369751,8119.294312,17073.02734,4553.361694,3757.22583,954.3248901,3093.779572,1726.918457,5889.494141
Q86XP3,ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1,1240.408569,4689.28833,3522.782959,1181.696045,2539.548096,2245.944275,2367.319824,4165.528076,3133.349854,821.0006104,4067.949341,4041.002563,6125.400635,4122.272217,864.43927,8263.617188,6516.366943,3941.236206,1196.14856,3456.940674,4809.959473,4031.942139,4145.354126,2529.941772,3704.712402,4485.509399,4849.545654,3962.061279,2115.753662,1587.602905,6215.423584,3179.36438,1723.671234,489.9942017,4968.018311,3520.349121,3276.844116,1222.297485,3243.822632,5005.218994,5446.191162,6819.376465,3782.140991,3104.872681,4860.683594,1235.129028,5495.43457,5979.528809,2628.014648,4301.78833,1013.261719,5619.020508,4832.934814,5940.469482,1932.720459,4722.286865,4151.026733,2546.333679,4599.595947,2240.237366,3890.059082,3816.718262,3214.513916,4986.852051,,8094.130127,2827.324951,863.5031738,4303.405518,2297.106506,2064.033264,5828.10376
P55769,NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3,5571.810913,2839.229492,6197.545654,2333.0896,5639.865967,3343.881836,3430.466309,6182.543823,4750.689941,2351.793457,3332.801758,5241.283203,7173.258789,5772.629883,2770.920166,7854.817871,10435.95264,3790.732666,2660.567871,6560.355225,8164.019043,7249.700928,4865.761719,6177.544189,5161.773438,6205.686035,5682.394043,4523.756348,4263.209961,5169.078125,5811.537598,5645.236328,1437.948242,1185.615967,7143.967773,3569.580566,3903.256104,3636.600586,4312.143066,4092.982666,5185.893066,6447.565918,4214.203613,5742.355469,4143.443359,2980.790771,4732.438965,5741.026367,5837.815674,5062.837402,3034.602051,5604.012695,7324.469238,4023.796387,3893.976074,6167.879395,3552.874268,2740.259766,3905.788574,3275.19165,2864.406494,3967.799316,3270.0896,6439.073242,3850.329346,7415.969238,3402.35498,2530.440918,4080.067383,2358.450439,1632.903809,4997.443848
P12081,"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2",3321.723267,3849.881836,6583.525635,2822.833862,5101.583008,4007.97583,3027.440918,7441.031006,2927.847168,1733.436279,4085.95813,3941.371216,6514.215332,5160.803711,2171.907593,12853.73877,9167.455078,4260.759766,4228.714844,5365.460205,5117.975342,8626.835938,4498.114624,6194.764404,7838.344727,5964.60376,5759.564941,5997.032959,4360.713379,6692.76123,10018.91602,4898.763184,2300.123779,1170.582031,4972.717529,3386.651367,4263.217285,4689.839111,4075.416138,6125.424316,8706.294189,6043.206787,3986.505127,5747.964844,5890.145508,4035.312988,4548.785645,7147.786377,5015.213135,8019.21582,3454.071655,7196.590576,9643.478516,7094.430664,2920.949707,6273.011719,5970.81665,3888.824951,5539.523438,4816.135864,2461.979492,4302.087158,3822.618286,6190.87085,5053.099121,11163.10596,2030.528931,3370.597168,2925.285278,2758.937988,4512.636963,5715.596924
Q92665,"28S ribosomal protein S31, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3",838.4235229,1224.24353,,1224.775024,855.0002441,1473.831421,,1804.987305,,,2262.436768,1741.767822,1395.653931,1931.530273,790.5571899,,,1575.687622,,1726.447632,1633.764404,1541.423706,990.6449585,,1732.029907,,1443.015137,1294.304199,1486.171143,,1336.235962,1554.711914,,,1706.678101,1092.919922,960.5349121,,1347.788086,,2267.546143,2330.749268,1368.417358,2117.921143,2805.757324,,1743.779419,2506.653809,835.2749634,1341.16687,,,3193.580322,2037.996338,1570.121826,,1100.043335,1257.726685,1522.946655,,885.4801636,1477.123657,1070.781372,1517.443726,,2385.703125,,,,818.034729,,1798.878052
P61927,60S ribosomal protein L37 OS=Homo sapiens OX=9606 GN=RPL37 PE=1 SV=2,1490.640259,4676.514893,2009.649902,964.4467773,1660.013794,1626.160889,5980.3396,9342.577881,6605.5802,1416.69751,4897.705078,11541.61157,6802.925293,4187.539063,2252.012939,17350.85596,6310.537109,2832.332031,4376.012085,4813.880859,5005.365723,8970.139404,2155.8479,2224.149658,4914.165527,10027.84863,10909.63184,6358.569092,6794.536133,4423.116211,1998.688232,12580.50488,1533.533569,1886.935638,3023.287354,2094.645996,2221.22168,2087.438232,9270.514404,1984.240601,8925.12915,13092.29492,7504.657471,8439.270752,4157.850586,2803.762451,1944.903076,4038.482178,3572.970032,4071.546143,8717.623779,4129.124146,15016.80713,3174.772583,1707.515503,18128.7395,13593.46851,1778.414917,10024.00952,11356.93286,2397.718262,6622.031006,915.3387451,10967.50049,2246.928253,19724.45313,1640.863159,809.2075806,928.7788086,2750.149902,1100.80188,2407.727539
O60925,Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2,1489.436279,2279.283813,3365.550537,,2615.465149,3189.976501,2125.826843,3789.338257,1933.271057,1243.502319,2304.167969,3582.172119,3545.388672,4140.845337,1057.62439,6978.28833,5416.335815,2229.190186,2140.813477,2394.11084,1513.216309,3981.809814,4021.346069,2185.791748,3321.050293,4229.502197,3142.96936,2796.840576,2537.984741,4527.923889,3126.514648,2012.372925,323.7582703,323.1159668,3581.46875,1734.921997,1858.423706,3220.513062,2866.73291,2680.104065,3330.78009,3802.299133,2959.560181,2007.003662,3944.171875,2442.535034,2053.972656,5478.164673,3408.723877,3713.108337,1824.981079,4646.855469,5571.88916,3343.638916,1609.865356,2482.341797,3707.197876,1970.22644,1727.436768,4441.09436,3504.078003,3963.508057,1117.014282,3943.663452,2163.850342,5605.496948,1415.993164,1839.327881,1158.637329,2141.023682,1780.35437,2533.036621
P50579,Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1,,,3997.70874,1051.80188,1655.68042,2322.249756,1942.761353,,,,,,3376.020264,,,2604.617432,1924.585693,1860.110718,1689.846191,3074.333008,,3014.842773,3231.500732,3423.662842,2289.642822,2072.726318,,1777.727173,,2463.399902,2896.760742,,,,1812.587524,,2303.112549,2394.859863,,2988.876953,1281.15625,,1320.292236,2459.551514,3702.242188,1272.776123,2544.261475,2274.607422,1751.010376,,,4171.381836,,2747.153076,,2557.942383,,3439.821533,,658.3948364,1961.446289,,,1548.489258,3704.557617,1113.178955,2481.354492,,790.7606201,,,3874.939941
Q9UMX0,Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,6613.350586,4824.876465,4954.097656,4034.302979,5915.216309,5203.515625,4681.699219,,6265.113281,,4749.317383,7311.011719,5323.705566,,2684.991699,8342.542969,7972.792969,5244.453613,4297.506836,7249.342285,5596.244141,7401.623047,6246.277832,5402.37793,,6031.72168,7313.561523,5529.467773,6027.651855,6310.030273,5916.239746,6003.937012,2028.923584,,5649.577148,4736.266602,7022.0625,5115.243164,4787.100098,4090.53125,,6729.55127,6655.027344,5200.976563,3777.741211,5401.219238,,9018.758789,6554.076172,7474.453613,2662.065186,7183.701172,6348.477539,6756.631836,3770.353271,7392.171387,5856.811035,,6000.797363,4903.132813,7066.692383,5443.28125,4358.800781,7898.412109,,7405.462891,4233.278809,3983.159668,3980.023682,3471.520508,3449.593262,4593.128906
Q8TAT6,Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,,868.9680786,,724.5631714,,,,722.498291,,,,,820.6536865,,773.3528442,,,,,,,,883.8196411,,3047.864502,,,,890.9021606,,,1870.567627,328.7413635,,1079.036987,,,,,,,852.302002,,,,,,,,,,,1229.712646,902.4988403,,734.4827881,338.3696594,586.2573853,601.9598999,,,,,,,,,,,,,
Q8WZA0,Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1,4055.173096,4161.572998,5273.506714,3375.903198,4459.503906,3943.612427,4364.119873,5199.890869,4289.493896,2498.778809,4089.888428,4927.952271,1279.826538,4660.875366,2656.270874,5930.263672,8703.048828,4740.329224,4599.870239,3909.916992,6081.657959,6626.119629,4864.675537,5721.108154,7768.692383,5083.743652,5478.921875,3295.239258,3984.099243,5236.5625,7734.992188,5577.043213,497.977417,,2623.958008,4853.409302,3463.571411,4326.767456,5296.309814,4560.075928,1828.528076,5402.208496,4382.530029,8222.148193,5729.864502,4275.861938,3027.809082,7952.561035,5001.463867,5715.909424,1776.206787,6797.974854,7397.151855,5665.450684,2964.822144,6586.387695,4547.712891,5185.629883,5414.273438,6362.28833,4901.353271,5001.311279,4259.551147,2338.801147,4474.388062,11637.55859,2960.016235,3271.395264,2183.387268,2553.200806,4725.830078,4077.744141
Q96A26,Protein FAM162A OS=Homo sapiens OX=9606 GN=FAM162A PE=1 SV=2,2950.557129,1893.127319,2287.419434,1766.129028,,1906.560547,2698.648926,3074.126709,2730.381348,2295.849854,3431.881592,3969.462646,4543.922852,2414.373047,,6626.655762,3282.01709,,2753.852783,,2877.025635,3779.708008,2751.341309,2090.844727,2787.978027,2664.502197,2904.861816,2597.362061,1323.157349,2476.634766,3349.563477,3000.04541,,,1797.314331,1803.151855,3562.693359,1420.790039,3294.234375,,2981.026123,4276.951172,2201.321533,4390.573242,5620.51709,4059.42041,2479.351318,3802.210449,3744.722656,3481.611816,,3068.743164,4994.100098,3462.368896,2500.201172,3553.932129,3696.287109,,3694.645508,1795.461426,2112.230957,3340.22168,2193.008789,,,4976.200684,1656.033081,,1811.981567,,1698.527222,3989.123047
P54709,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,1752.385986,2383.157471,,1725.10022,1369.277344,1180.842651,2260.141357,1852.122925,1556.7948,700.803833,2035.679443,1848.403198,2121.472412,1851.539063,1641.246582,6841.023926,3112.604736,2234.695068,2260.752441,2495.659424,952.9559326,2107.187744,1740.984863,1040.801636,4252.501953,3100.282715,2598.204834,2212.474609,1806.5177,2140.637695,713.3727417,1630.486328,,,1433.146606,,3296.015137,1276.753662,2877.004395,2167.819824,3373.351318,2104.88208,2830.404785,3671.478516,2110.99292,2794.49292,1560.776978,2907.309082,1039.814575,1391.154907,1427.00061,,3796.42041,3310.154541,965.2227173,2865.943604,2993.42749,1522.619385,2442.335693,2059.977539,2465.295166,1828.296021,1182.687622,3163.082275,3661.25708,2697.0271,1157.772705,720.77948,1177.244507,1261.354492,864.9893188,1846.244263
Q9BWJ5,Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1,2177.757813,3517.349609,4101.65625,,3858.03833,3806.389648,3339.182129,4877.279785,,3780.222168,4811.484375,4517.623047,8273.723633,4829.743164,2669.079346,8062.464355,7296.662598,3743.458252,3716.656494,4932.837891,5308.501953,5282.205566,3789.456543,4673.993164,6240.078613,4238.47168,5899.904785,3433.010986,3655.201904,5444.231934,5071.567871,4223.102539,,,5933.763672,3768.862549,3632.543945,3755.20752,5674.862305,6056.378418,4567.944336,6478.39502,4118.87207,5312.053223,3837.445557,3340.550049,6093.376953,6118.800293,4295.31543,4591.930176,3520.241211,6160.437988,6833.523438,6775.486816,3101.857666,5772.205078,3436.265625,3131.009766,4273.797363,3852.129639,4162.11084,3749.810547,2893.58667,4957.568848,4988.147461,8116.100586,3817.854736,3616.584961,2765.837646,2940.29541,3077.031494,6514.616699
P30519,Heme oxygenase 2 OS=Homo sapiens OX=9606 GN=HMOX2 PE=1 SV=2,4279.460938,1225.924561,5493.471191,3436.055298,5261.77124,3678.304688,3273.7948,4451.526123,2361.634644,1978.635864,5611.262939,3370.689697,7148.969971,6139.823486,1582.661987,2572.230469,6240.220459,4723.568359,2481.458008,4537.70874,4755.027832,7273.973633,5681.416504,4237.08606,2923.65332,5285.981934,4702.474854,3295.598511,3054.354736,6471.407471,5613.013672,2598.286865,919.0770874,466.0435791,5377.460205,4287.952759,4776.72998,4494.957153,4023.61377,4114.668091,6081.483154,5198.326172,4403.134155,5096.57251,6987.607422,3616.47998,5627.800781,5001.157715,5219.291016,5835.307617,4498.357178,6229.971924,9630.938232,5100.812988,3768.627563,1490.446167,5605.017578,3617.301636,6120.65332,3498.481445,4768.502197,6036.124512,2633.175049,6530.879395,6003.251465,7964.257813,3784.154785,3026.853638,2369.754639,4541.93335,3619.104004,4826.141357
O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,4385.364624,2267.026001,6116.211914,3415.7229,5399.184814,4687.379028,5484.737549,7589.161621,3561.596436,2910.075317,5010.403198,6884.710449,11144.63867,5633.706787,2758.536926,10658.38696,9853.613525,5461.867798,5728.768555,6361.417725,6161.070068,8088.126465,4589.393311,5468.255127,7971.621826,5691.660889,8129.78833,5152.40979,3699.132813,7010.07959,8048.615234,4866.773438,705.7144775,,7029.60791,4641.462524,4916.324707,5456.969727,4300.626343,5844.141113,5695.513672,8134.230957,6584.031982,5222.300293,5807.930908,5397.393433,5380.108154,6722.411621,6530.725708,7877.704102,5665.586426,8992.585205,9502.154053,6702.581543,4542.013428,9342.246826,7075.580811,7013.332031,4567.012573,5116.529541,4765.852783,5540.475342,3944.699341,6685.176514,6381.707031,20797.33643,5136.58252,3281.913574,1863.775024,1978.809937,2322.322937,7615.242188
P19784,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,,3822.802246,,1218.853027,670.7597656,,,2706.881104,,,1195.461792,1363.665161,3008.351074,1643.956909,610.6691284,5228.696777,3843.942139,,,3040.796387,2499.687012,1979.803101,2391.363037,2086.718506,3392.617188,3296.805908,2142.557129,2597.255859,2226.957764,2458.169434,3898.994873,,,,4185.848145,,829.9867554,,,1561.057251,1816.364258,3064.048584,,,846.8650513,924.9580688,2867.837891,1640.331299,1314.773804,4040.587891,,2010.116577,1316.885742,2500.447021,616.2020874,2270.546387,830.1719971,,1316.496338,,1882.596191,,636.6986084,1942.588623,895.2367554,3347.065674,,,,,,2505.382324
P63218,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens OX=9606 GN=GNG5 PE=1 SV=3,3523.880981,2763.788879,4612.144531,1294.466309,3048.718018,2878.184448,5374.588135,4197.238892,838.7819824,2794.865479,2732.900635,3034.836182,6227.370117,3496.614258,1475.895111,7505.411865,8809.943604,3869.122925,2305.757324,4451.820068,3306.791138,1410.249512,3825.220947,5167.315918,7860.721436,5515.907959,2680.196899,3687.781616,1436.05481,6369.602295,5843.831543,4406.624023,1052.932068,,4590.724609,3071.429321,4224.820801,2334.114868,3141.392944,3992.064209,5655.428711,4264.487183,3887.96582,3752.707153,2834.869873,5402.999268,3465.358643,9372.290039,5365.544189,4196.519653,1683.373535,4044.71228,5397.156738,4783.855469,4029.610718,5361.602295,5501.015381,4097.197266,4702.568604,4298.875732,4015.567139,3324.517456,2416.966858,2921.594482,3868.619507,3561.227051,3116.163086,2859.288086,1185.095947,3278.827637,3866.744995,4278.131958
Q15056,Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5,12087.59155,8720.523438,15436.9668,8512.188477,14332.33521,11904.59863,13041.83276,17134.90015,12035.81201,7988.127075,13342.04907,14532.20093,14783.73779,15431.23291,8108.718018,21851.29248,24760.99512,18612.34473,13942.97778,13708.55298,14863.22827,15614.24243,16085.63623,13119.00464,19731.96045,17959.71729,16000.39087,11766.83789,10084.04956,19165.61548,19876.7915,14211.7627,2044.423096,1460.466919,14841.13892,10176.1355,14210.84009,13211.97754,13984.76831,12996.04932,14614.19189,18581.38477,13801.57178,16264.33301,17095.41309,12273.271,15800.04199,24683.47021,16653.12329,21122.43213,10985.63159,19398.36255,25410.93945,19088.94043,9832.758545,19412.91748,16086.31006,12619.94531,16010.1687,14761.9646,11921.375,15862.82886,11014.00635,12519.05469,14599.89502,22082.50293,11319.66797,14724.81299,9318.291748,11012.20654,10816.93774,16027.32422
Q9P287,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,,,,,,,,,,,,,,,,,,,,3625.881592,,,,,3160.75293,2894.199707,2519.472656,2316.016602,,,,1235.285767,,,,,,,,,,3106.83252,,,,1553.293457,,,,2368.440674,,,,,,,,,,,,,,,,,,,,,,
